,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF
153,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,4303.0,11.2,,11.3,
154,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,2200.0,4.7,,,
155,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,1800.0,3.7,,,
156,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2483.0,5.3,,5.3,
157,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,2501.0,5.4,,5.4,
158,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,2270.0,4.8,,4.9,
159,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,1875.0,4.0,,4.1,
160,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,2360.0,5.1,,5.2,
161,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,2691.0,5.8,,6.0,
162,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,3488.0,7.8,,8.0,
163,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,3508.0,8.0,,8.2,
164,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,3087.0,7.0,,7.2,
165,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,3913.0,8.9,,9.2,
166,3_IN,  Small regions (TL3) - intermediate,ITC13,Biella,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,4303.0,9.6,,10.0,
167,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,2800.0,4.0,1.4,,
168,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,4300.0,5.6,2.3,,
169,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,3500.0,4.6,2.1,,
170,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,3250.0,4.6,1.9,4.6,1.9
171,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,3548.0,5.0,2.0,5.1,2.0
172,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,3018.0,4.3,1.6,4.3,1.5
173,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,2262.0,3.2,1.2,3.2,1.1
174,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,3659.0,5.0,1.5,5.1,1.5
175,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,3541.0,5.0,1.4,5.1,1.4
176,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,4728.0,6.6,1.9,6.7,1.9
177,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,3858.0,5.4,1.9,5.5,1.8
178,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,4730.0,6.8,2.2,6.8,2.2
179,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,5150.0,7.3,1.5,7.5,1.6
180,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,5170.0,7.3,1.4,7.4,1.5
181,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,1400.0,4.8,,,
182,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,2300.0,7.4,,,
183,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,2100.0,6.7,,,
184,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,2084.0,7.0,,7.0,
185,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,2267.0,7.6,,7.7,
186,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,1894.0,6.3,,6.3,
187,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,1248.0,4.2,,4.2,
188,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,1980.0,6.3,,6.3,
189,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,1823.0,6.0,,6.0,
190,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,2846.0,9.0,,9.1,
191,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,2505.0,8.1,,8.1,
192,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,2680.0,8.9,,9.0,
193,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,2098.0,6.8,,7.0,
194,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,2714.0,8.4,,8.6,
195,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,1400.0,3.4,,,
196,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,2300.0,5.1,,,
197,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,2100.0,4.6,,,
198,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2084.0,5.1,,5.1,
199,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,2267.0,5.6,,5.7,
200,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,1894.0,4.7,,4.8,
201,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,1248.0,3.0,,3.1,
202,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,1980.0,4.8,,4.8,
203,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,1823.0,4.6,,4.6,
204,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,2846.0,7.1,,7.2,
205,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,2505.0,6.2,,6.3,
206,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,2680.0,6.7,,6.8,
207,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,2098.0,5.3,,5.4,
208,3_IN,  Small regions (TL3) - intermediate,ITC14,Verbano-Cusio-Ossola,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,2714.0,7.0,,7.1,
209,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,5400.0,3.6,1.8,,
210,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,7000.0,4.5,1.5,,
211,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,6000.0,3.6,0.8,,
212,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,10126.0,6.3,1.9,6.3,1.9
213,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,7584.0,4.7,1.6,4.8,1.5
214,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,7839.0,4.8,1.8,4.9,1.7
215,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,8670.0,5.3,2.0,5.4,1.9
216,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,9115.0,5.5,2.0,5.6,2.0
217,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,12362.0,7.4,2.1,7.5,2.0
218,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,12626.0,7.5,1.9,7.6,2.0
219,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,13406.0,7.7,1.7,7.9,1.6
220,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,17424.0,10.2,2.0,10.4,1.9
221,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,20695.0,12.3,2.8,12.5,2.8
222,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,18995.0,11.3,2.7,11.6,2.6
223,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,3700.0,6.0,,,
224,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,4300.0,6.4,,,
225,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,3200.0,4.3,,,
226,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,5312.0,7.7,,7.7,
227,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,4274.0,6.2,,6.2,
228,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,4519.0,6.6,,6.6,
229,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,4929.0,7.2,,7.2,
230,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,5091.0,7.3,,7.4,
231,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,6005.0,8.4,,8.4,
232,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,5890.0,8.1,,8.2,
233,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,6443.0,8.4,,8.5,
234,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,10232.0,13.1,,13.3,
235,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,9476.0,12.8,,13.0,
236,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,8881.0,12.1,,12.3,
237,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,3700.0,4.2,,,
238,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,4300.0,4.9,,,
239,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,3200.0,3.5,,,
240,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,5312.0,5.8,,5.8,
241,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,4274.0,4.6,,4.7,
242,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,4519.0,4.8,,4.9,
243,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,4929.0,5.2,,5.3,
244,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,5091.0,5.3,,5.4,
245,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,6005.0,6.3,,6.4,
246,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,5890.0,6.2,,6.2,
247,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,6443.0,6.7,,6.9,
248,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,10232.0,11.1,,11.4,
249,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,9476.0,10.0,,10.2,
250,3_IN,  Small regions (TL3) - intermediate,ITC15,Novara,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,8881.0,9.4,,9.7,
251,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,8100.0,3.2,1.3,,
252,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,8000.0,3.1,1.6,,
253,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,10300.0,4.0,1.7,,
254,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,5961.0,2.3,0.6,2.3,0.6
255,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,8369.0,3.2,1.4,3.3,1.2
256,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,7019.0,2.7,1.0,2.7,1.0
257,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,5984.0,2.2,0.8,2.3,0.8
258,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,9385.0,3.5,1.3,3.6,1.1
259,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,7726.0,2.8,0.9,2.9,0.8
260,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,8987.0,3.3,1.0,3.4,1.0
261,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,10353.0,3.8,1.0,3.9,1.0
262,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,17135.0,6.2,1.9,6.4,1.8
263,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,18354.0,6.8,1.6,7.0,1.5
264,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,14361.0,5.3,1.3,5.4,1.2
265,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,5200.0,4.8,,,
266,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,5500.0,5.2,,,
267,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,6400.0,5.9,,,
268,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,2675.0,2.4,,2.4,
269,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,4679.0,4.4,,4.4,
270,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,4258.0,3.8,,3.9,
271,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,4046.0,3.5,,3.6,
272,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,6154.0,5.3,,5.3,
273,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,4221.0,3.6,,3.7,
274,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,4915.0,4.2,,4.3,
275,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,5531.0,4.7,,4.7,
276,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,9401.0,7.9,,8.0,
277,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,7578.0,6.5,,6.6,
278,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,7581.0,6.3,,6.4,
279,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,5200.0,3.5,,,
280,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,5500.0,3.6,,,
281,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,6400.0,4.2,,,
282,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2675.0,1.8,,1.8,
283,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,4679.0,3.0,,3.2,
284,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,4258.0,2.8,,2.9,
285,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,4046.0,2.7,,2.8,
286,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,6154.0,4.0,,4.2,
287,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,4221.0,2.7,,2.9,
288,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,4915.0,3.2,,3.3,
289,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,5531.0,3.7,,3.7,
290,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,9401.0,6.0,,6.2,
291,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,7578.0,4.9,,5.1,
292,3_PR,  Small regions (TL3) - predominantly rural,ITC16,Cuneo,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,7581.0,5.0,,5.2,
293,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,2900.0,3.2,1.6,,
294,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,2600.0,2.9,1.6,,
295,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,2500.0,2.6,1.2,,
296,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,4539.0,5.0,2.0,5.1,1.9
297,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,4619.0,5.0,1.9,5.1,1.9
298,3_PR,  Small regions (TL3) - predominantly rural,ITC17,Asti,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,3809.0,4.1,1.4,4.2,1.4
